사번,성명,본부,팀,직군,직급레벨,성과등급,나이,근속연수(년),연봉(원),인재등급,핵심인재점수,퇴직위험도,퇴직위험예측확률,위험요인
SKFNB0676,박재윤,전주공장,전주생산1팀,M,3.0,B,35,6,38592000,Standard,123,45,0.0018468798852885914,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0173,박현준,전주공장,전주생산3팀,M,4.0,B,37,12,48048000,Standard,123,35,0.0017995713154714862,"초과근무과다, 보상조정없음"
SKFNB0244,박유준,구미공장,구미생산2팀,M,1.0,B,32,7,39024000,Standard,123,35,0.0016669420647362028,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0561,강서준,경영지원본부,인사팀,U,3.0,B,41,8,54800000,Standard,123,35,0.006121940786296868,"초과근무높음, 연차미사용"
SKFNB0686,송서준,유통본부,배송운영팀,U,3.0,B,41,6,53600000,Standard,123,25,0.0017426471108779472,"초과근무높음, 보상조정없음"
SKFNB0165,신윤서,사업전략본부,대외협력팀,U,4.0,B,42,17,60200000,Standard,123,25,0.0022804834379181486,"초과근무높음, 연차적게사용"
SKFNB0562,한건우,구미공장,구미생산2팀,M,3.0,B,29,4,37728000,Standard,123,45,0.00258923657710347,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0344,류재윤,전주공장,전주생산2팀,M,4.0,B,41,12,48048000,Standard,123,45,0.001406989502159712,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0798,이지환,구미공장,구미생산3팀,M,4.0,B,46,3,43512000,Standard,123,35,0.0023160957566254465,"초과근무과다, 보상조정없음"
SKFNB0361,오가은,전주공장,전주생산1팀,U,4.0,B,33,8,54800000,Standard,123,25,0.0015851056766166293,"초과근무높음, 보상조정없음"
SKFNB0007,강유나,구미공장,구미생산3팀,M,5.0,B,56,28,86840000,Standard,123,35,0.0013893220505669121,"초과근무과다, 보상조정없음"
SKFNB0442,임지윤,유통본부,S&OP수요기획팀,U,4.0,B,41,10,56000000,Standard,123,35,0.0023338709121390098,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0412,황현준,유통본부,S&OP수요기획팀,U,4.0,B,39,11,56600000,Standard,123,25,0.0013769396927712121,"초과근무높음, 보상조정없음"
SKFNB0449,류성민,구미공장,구미운영팀,U,4.0,B,40,10,56000000,Standard,123,45,0.0018046122174320022,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0380,오준우,전주공장,전주운영팀,M,4.0,B,48,11,54336000,Standard,123,35,0.0021963330731053104,"초과근무과다, 보상조정없음"
SKFNB0519,신지아,전주공장,전주운영팀,M,4.0,B,42,9,46536000,Standard,122,35,0.0012051628071956492,"초과근무과다, 보상조정없음"
SKFNB0448,오성민,유통본부,구매소싱팀,U,2.0,B,32,7,54200000,Standard,122,15,0.001316494080331418,초과근무높음
SKFNB0975,최수현,전주공장,전주생산2팀,M,5.0,B,62,0,36000000,Standard,122,35,0.0022354875385055114,"초과근무과다, 보상조정없음"
SKFNB0761,장연우,유통본부,S&OP수요기획팀,U,2.0,B,38,4,52400000,Standard,122,15,0.0018237948289544024,초과근무높음
SKFNB0843,홍재윤,전주공장,전주생산3팀,M,5.0,B,64,1,36432000,Standard,122,25,0.0016306226979021662,초과근무과다
SKFNB0460,서지환,구미공장,구미생산3팀,M,4.0,B,44,10,47040000,Standard,122,45,0.0018046122174320022,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0809,홍주원,경영지원본부,전략팀,U,2.0,B,39,3,51800000,Standard,122,35,0.0020665019797247025,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0776,홍주원,구미공장,구미운영팀,M,2.0,B,31,4,37728000,Standard,122,35,0.002450564794781422,"초과근무과다, 연차적게사용"
SKFNB0922,이서준,구미공장,구미생산2팀,M,5.0,B,63,0,36000000,Standard,122,25,0.0009953771694236368,"초과근무높음, 보상조정없음"
SKFNB0932,안승현,구미공장,구미운영팀,M,5.0,B,46,0,36000000,Standard,122,25,0.0022942220920712077,초과근무과다
SKFNB0502,장태윤,구미공장,구미생산2팀,M,4.0,B,43,9,46536000,Standard,122,35,0.0011676865440791622,"초과근무과다, 보상조정없음"
SKFNB0163,류건우,구미공장,구미운영팀,M,4.0,B,37,12,48048000,Standard,122,45,0.0018768695936436284,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0533,류하준,경영지원본부,재무팀,U,3.0,B,30,5,44520000,Standard,122,35,0.0018731690412809225,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0510,안민준,구미공장,구미생산3팀,M,4.0,B,40,9,46536000,Standard,122,45,0.0018046122174320022,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0716,류채원,유통본부,이커머스운영팀,U,3.0,B,30,5,44520000,Standard,122,25,0.0012871989560157746,"초과근무높음, 보상조정없음"
SKFNB0734,최서준,경영지원본부,회계팀,U,4.0,B,39,5,53000000,Standard,122,25,0.0009696275325711541,"초과근무높음, 보상조정없음"
SKFNB0587,한아린,경영지원본부,조직문화팀,U,3.0,B,41,8,54800000,Standard,122,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0143,오현우,전주공장,전주운영팀,M,3.0,B,38,13,48552000,Standard,122,45,0.0018468798852885914,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0151,홍아린,구미공장,구미생산2팀,M,4.0,B,38,13,48552000,Standard,122,25,0.0018798102567909975,초과근무과다
SKFNB0732,홍재윤,전주공장,전주생산1팀,M,3.0,B,38,5,44520000,Standard,122,35,0.0019208264186770729,"초과근무과다, 연차적게사용"
SKFNB0017,장지호,유통본부,배송운영팀,U,1.0,B,31,6,53600000,Standard,122,45,0.009823693467458802,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0690,송시아,전주공장,전주생산1팀,M,3.0,B,40,6,45024000,Standard,122,45,0.0017747713381941167,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0592,강현우,구미공장,구미생산3팀,M,3.0,B,44,8,46032000,Standard,122,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0103,이시우,대표이사,대표이사실,Executive,,B,55,19,44208000,Standard,122,25,0.002025580412020115,"초과근무높음, 보상조정없음"
SKFNB0657,정민준,유통본부,물류센터운영팀,U,3.0,B,29,4,44016000,Standard,122,25,0.0017276961961340217,초과근무과다
SKFNB0995,김준우,전주공장,전주운영팀,M,5.0,B,62,0,36000000,Standard,122,35,0.0023354570646435644,"초과근무과다, 보상조정없음"
SKFNB0642,임태윤,전주공장,전주운영팀,M,3.0,B,35,7,39024000,Standard,122,35,0.0021963330731053104,"초과근무과다, 보상조정없음"
SKFNB0590,황태윤,구미공장,구미운영팀,M,3.0,B,36,8,46032000,Standard,122,35,0.0020064609918394372,"초과근무과다, 연차적게사용"
SKFNB0184,권건우,구미공장,구미생산3팀,M,3.0,B,34,9,46536000,Standard,121,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0622,오승현,구미공장,구미생산1팀,M,3.0,B,34,7,45528000,Standard,121,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0674,서지훈,구미공장,구미운영팀,U,3.0,B,41,6,53600000,Standard,121,35,0.0019452354930650571,"초과근무과다, 연차적게사용"
SKFNB0605,임하윤,전주공장,전주생산2팀,M,3.0,B,39,7,45528000,Standard,121,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0559,오하준,전주공장,전주운영팀,M,3.0,B,39,8,46032000,Standard,121,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0554,홍건우,경영지원본부,조직문화팀,U,3.0,B,39,8,54800000,Standard,121,20,0.0022819252170820964,"연차적게사용, 보상조정없음"
SKFNB0295,윤하준,전주공장,전주생산3팀,M,4.0,B,43,14,56064000,Standard,121,25,0.0016209318061424732,초과근무과다
SKFNB0682,한유준,경영지원본부,경영기획팀,U,3.0,B,35,6,45024000,Standard,121,0,0.0018915971114938609,
SKFNB0541,신성민,구미공장,구미생산1팀,M,3.0,B,45,9,46536000,Standard,121,35,0.0013093685820683469,"초과근무과다, 보상조정없음"
SKFNB0753,권지훈,AI/DT조직,AI기획팀,U,2.0,B,36,4,52400000,Standard,121,45,0.0020064609918394372,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0765,정지윤,유통본부,자재유통팀,U,2.0,B,40,4,52400000,Standard,121,35,0.0013756664639548255,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0619,송현준,전주공장,전주운영팀,M,3.0,B,35,7,39024000,Standard,121,45,0.0018468798852885914,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0872,서은우,구미공장,구미생산1팀,M,4.0,B,46,1,36432000,Standard,121,35,0.00238603677756495,"초과근무과다, 보상조정없음"
SKFNB0783,이민재,전주공장,전주생산3팀,M,4.0,B,39,4,44016000,Standard,121,25,0.0021118027327840442,초과근무과다
SKFNB0493,류현준,구미공장,구미생산2팀,U,4.0,B,50,10,67200000,Standard,121,35,0.0020524218966618485,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0884,정지환,구미공장,구미생산2팀,M,5.0,B,64,1,36432000,Standard,121,35,0.0017493139914817161,"초과근무과다, 보상조정없음"
SKFNB0941,송재윤,구미공장,구미운영팀,M,3.0,B,42,0,36000000,Standard,121,55,0.1563087665093502,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0937,서지호,전주공장,전주생산3팀,U,1.0,B,26,0,42000000,Standard,121,35,0.001819864087168795,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0892,강우진,전주공장,전주생산1팀,M,4.0,B,45,1,36432000,Standard,121,45,0.0018624671435416218,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0053,황민재,구미공장,구미운영팀,M,3.0,B,34,9,46536000,Standard,121,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0784,안연우,사업전략본부,대외협력팀,U,2.0,B,28,3,43512000,Standard,121,10,0.0013171536860158027,보상조정없음
SKFNB0907,장민재,전주공장,전주생산1팀,M,4.0,B,40,1,36432000,Standard,121,45,0.002150644390981257,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0869,정지환,구미공장,구미생산3팀,M,5.0,B,62,1,36432000,Standard,121,25,0.00180521457077825,초과근무과다
SKFNB0341,황주원,경영지원본부,회계팀,U,4.0,B,36,11,56600000,Standard,120,35,0.0022804834379181486,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0945,장민준,유통본부,품질팀,U,5.0,B,52,0,42000000,Standard,120,25,0.0010506503132713789,"초과근무높음, 보상조정없음"
SKFNB0558,조나윤,전주공장,전주생산2팀,M,3.0,B,35,8,46032000,Standard,120,35,0.0016823453837995338,"초과근무과다, 보상조정없음"
SKFNB0084,조도윤,구미공장,구미생산1팀,M,3.0,B,39,14,49056000,Standard,120,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0806,임성민,구미공장,구미생산3팀,M,2.0,B,37,3,43512000,Standard,120,45,0.1569032304789625,"초과근무과다, 연차미사용"
SKFNB0535,신현우,전주공장,전주생산3팀,M,3.0,B,42,9,46536000,Standard,120,45,0.0017275775184223434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0570,안하준,전주공장,전주생산3팀,M,3.0,B,42,8,46032000,Standard,120,35,0.001423519079882159,"초과근무과다, 연차적게사용"
SKFNB0636,정은서,사업전략본부,B2B마케팅팀,U,3.0,B,36,7,45528000,Standard,120,25,0.0022804834379181486,"초과근무높음, 연차적게사용"
SKFNB0249,조소윤,전주공장,전주생산1팀,M,4.0,B,38,13,48552000,Standard,120,45,0.0017275775184223434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0694,서지환,경영지원본부,인사팀,U,3.0,B,38,6,53600000,Standard,120,45,0.0017341510784407194,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0739,황지훈,유통본부,이커머스운영팀,U,3.0,B,31,5,44520000,Standard,120,25,0.0008849002085089021,"초과근무높음, 연차적게사용"
SKFNB0602,임채원,구미공장,구미생산1팀,M,3.0,B,39,7,45528000,Standard,119,45,0.0018768695936436284,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0646,류하윤,유통본부,채널운영팀,U,3.0,B,39,7,54200000,Standard,119,25,0.0015851056766166293,"초과근무높음, 보상조정없음"
SKFNB0826,안시우,구미공장,구미생산2팀,M,2.0,B,28,2,36864000,Standard,119,45,0.002450564794781422,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0758,황지윤,경영지원본부,몰입환경조성팀,U,2.0,B,35,4,44016000,Standard,119,15,0.001981385212634705,초과근무높음
SKFNB0503,신도윤,구미공장,구미생산2팀,M,2.0,B,36,9,46536000,Standard,119,45,0.0017196127781029444,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0940,윤주원,전주공장,전주생산1팀,M,4.0,B,36,0,36000000,Standard,119,45,0.002150644390981257,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0406,송승현,전주공장,전주생산2팀,M,3.0,B,37,11,47544000,Standard,119,35,0.0017275775184223434,"초과근무과다, 연차적게사용"
SKFNB0849,황민서,경영지원본부,재무팀,U,4.0,B,40,1,42504000,Standard,119,20,0.0025548363948006193,"연차적게사용, 보상조정없음"
SKFNB0718,홍유준,전주공장,전주생산3팀,M,3.0,B,35,5,38160000,Standard,119,45,0.0016610581548031815,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0551,최예린,전주공장,전주운영팀,M,3.0,B,43,9,46536000,Standard,119,45,0.0017275775184223434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0525,한은우,경영지원본부,몰입환경조성팀,U,2.0,B,28,3,43512000,Standard,118,25,0.0017658080162226589,"초과근무높음, 연차적게사용"
SKFNB0855,강서준,구미공장,구미생산1팀,M,5.0,B,65,1,36432000,Standard,118,25,0.0005098477567843513,"초과근무높음, 보상조정없음"
SKFNB0864,안유준,전주공장,전주생산3팀,M,4.0,B,46,1,36432000,Standard,118,35,0.0026129783634865154,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0352,이지훈,사업전략본부,B2B마케팅팀,U,3.0,B,41,12,68640000,Standard,118,15,0.0017221070012143232,초과근무높음
SKFNB0867,조재윤,전주공장,전주생산2팀,M,3.0,B,32,1,36432000,Standard,118,35,0.002150644390981257,"초과근무과다, 연차적게사용"
SKFNB0903,안민준,구미공장,구미생산1팀,M,5.0,B,64,1,36432000,Standard,118,45,0.0017464676196904338,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0452,신다은,유통본부,자재유통팀,U,2.0,B,37,10,56000000,Standard,118,25,0.002200162880165907,"초과근무높음, 연차적게사용"
SKFNB0870,한유준,구미공장,구미운영팀,M,5.0,B,65,1,36432000,Standard,118,25,0.00054880467746614,"초과근무높음, 보상조정없음"
SKFNB0589,윤지호,구미공장,구미생산1팀,U,3.0,B,41,8,65760000,Standard,118,45,0.0014005183436567395,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0544,강우진,유통본부,배송운영팀,U,3.0,B,41,9,55400000,Standard,118,35,0.0020991541751419025,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0616,윤성민,유통본부,구매소싱팀,U,3.0,B,41,7,54200000,Standard,118,15,0.0015851056766166293,초과근무높음
SKFNB0586,오수현,유통본부,품질팀,U,3.0,B,38,8,46032000,Standard,118,35,0.0020991541751419025,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0621,홍지훈,구미공장,구미생산2팀,M,3.0,B,30,5,38160000,Standard,118,45,0.0018163563010106434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0647,김유나,전주공장,전주운영팀,M,3.0,B,37,7,39024000,Standard,118,45,0.0017275775184223434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0641,박수현,전주공장,전주운영팀,M,3.0,B,35,7,39024000,Standard,118,45,0.0016610581548031815,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0968,한은우,구미공장,구미생산1팀,M,5.0,B,48,0,36000000,Standard,118,25,0.00238603677756495,초과근무과다
SKFNB0011,강건우,전주공장,전주운영팀,M,3.0,B,48,23,71456000,Standard,117,35,0.0031187244839490642,"초과근무과다, 보상조정없음"
SKFNB0628,신하준,경영지원본부,인사팀,U,3.0,B,38,7,54200000,Standard,117,35,0.0019716174745288174,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0579,박수현,경영지원본부,전략팀,U,3.0,B,42,8,54800000,Standard,117,35,0.0022804834379181486,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0576,임다은,사업전략본부,B2B마케팅팀,U,3.0,B,30,5,44520000,Standard,117,25,0.001272020250002506,"초과근무높음, 보상조정없음"
SKFNB0606,이서준,구미공장,구미운영팀,M,3.0,B,45,7,45528000,Standard,117,25,0.0037490052174668892,초과근무과다
SKFNB0567,윤지호,유통본부,구매소싱팀,U,3.0,B,37,8,54800000,Standard,117,15,0.0016002292987652223,초과근무높음
SKFNB0856,장태윤,구미공장,구미생산2팀,M,5.0,B,41,1,36432000,Standard,117,35,0.003377504447162368,"초과근무과다, 보상조정없음"
SKFNB0882,조현준,구미공장,구미운영팀,M,2.0,B,41,1,36432000,Standard,117,55,0.918825276066196,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0672,윤하윤,전주공장,전주생산3팀,U,3.0,B,31,6,45024000,Standard,117,35,0.0015506761348656395,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0695,황준우,전주공장,전주생산1팀,M,3.0,B,35,6,38592000,Standard,117,25,0.0020991541751419025,"초과근무높음, 연차적게사용"
SKFNB0553,최은우,구미공장,구미생산2팀,U,3.0,B,34,8,54800000,Standard,117,35,0.0022804834379181486,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0722,이수현,전주공장,전주생산2팀,M,3.0,B,29,4,37728000,Standard,117,25,0.0017241708110937205,"초과근무높음, 연차적게사용"
SKFNB0763,홍지호,사업전략본부,B2C마케팅팀,U,2.0,B,26,1,42504000,Standard,117,25,0.0019771154962341143,"초과근무높음, 연차적게사용"
SKFNB0766,이예린,AI/DT조직,AI기획팀,U,2.0,B,39,4,52400000,Standard,117,35,0.0052403035823014804,"초과근무과다, 보상조정없음"
SKFNB0726,최건우,구미공장,구미생산1팀,M,3.0,B,27,2,36864000,Standard,117,45,0.007265042846496432,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0902,서시우,구미공장,구미운영팀,M,5.0,B,53,1,36432000,Standard,116,35,0.0025703885993277635,"초과근무과다, 보상조정없음"
SKFNB0829,오다은,AI/DT조직,AI기획팀,U,2.0,B,41,2,43008000,Standard,116,35,0.004408671587754449,"초과근무과다, 연차적게사용"
SKFNB0818,정준우,유통본부,S&OP수요기획팀,U,2.0,B,30,3,43512000,Standard,116,35,0.0016253357405698083,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0998,이서준,구미공장,구미생산2팀,M,2.0,B,36,0,36000000,Standard,116,35,0.011801260338066983,"초과근무과다, 연차적게사용"
SKFNB0047,황시우,전주공장,전주운영팀,M,3.0,B,50,23,71456000,Standard,116,35,0.0033134583977818084,"초과근무과다, 연차적게사용"
SKFNB0640,정건우,전주공장,전주생산3팀,U,3.0,B,40,7,54200000,Standard,116,25,0.0020991541751419025,"초과근무높음, 연차적게사용"
SKFNB0802,조은서,경영지원본부,몰입환경조성팀,U,2.0,B,38,3,51800000,Standard,116,20,0.0018597999330865727,"연차적게사용, 보상조정없음"
SKFNB0757,김수아,전주공장,전주운영팀,U,2.0,B,38,4,52400000,Standard,116,35,0.0012558834503999517,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0812,조채원,AI/DT조직,Data운영팀,U,2.0,B,29,3,43512000,Standard,116,35,0.0010077593971964136,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0920,윤지호,전주공장,전주생산3팀,M,4.0,B,38,0,36000000,Standard,115,25,0.002793395368002416,초과근무과다
SKFNB0555,홍준호,사업전략본부,상품개발팀,U,1.0,B,31,6,45024000,Standard,115,45,0.006172837296804747,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0861,안나윤,경영지원본부,경영기획팀,U,1.0,B,27,1,42504000,Standard,115,55,0.8930016908923929,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0426,장서윤,사업전략본부,CS팀,U,4.0,C,33,8,53156000,Standard,114,65,0.9754310017830159,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0631,서서준,경영지원본부,회계팀,U,1.0,B,23,0,42000000,Standard,114,35,0.016600811464147085,"초과근무높음, 연차미사용"
SKFNB0054,신준우,전주공장,전주생산2팀,M,2.0,B,25,0,36000000,Standard,114,45,0.009255043376333377,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0779,오수현,전주공장,전주생산1팀,M,2.0,B,31,4,37728000,Standard,114,25,0.00544591235768153,초과근무과다
SKFNB0565,한도윤,전주공장,전주생산2팀,M,2.0,B,38,8,46032000,Standard,114,25,0.0010659994358673335,"초과근무높음, 보상조정없음"
SKFNB0794,정서준,구미공장,구미생산3팀,M,2.0,B,33,3,37296000,Standard,114,25,0.0052403035823014804,초과근무과다
SKFNB0875,최지아,AI/DT조직,Data운영팀,U,1.0,B,30,1,42504000,Standard,114,25,0.0005718283374191288,"초과근무높음, 보상조정없음"
SKFNB0422,정은우,구미공장,구미생산3팀,U,2.0,B,38,11,56600000,Standard,113,45,0.00374315146291148,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0506,한서준,전주공장,전주생산3팀,M,4.0,C,45,9,45140000,Standard,113,65,0.9335201918674495,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0785,류채원,사업전략본부,CS팀,U,2.0,B,32,4,44016000,Standard,113,25,0.0014292088613080739,"초과근무높음, 연차적게사용"
SKFNB0886,안건우,AI/DT조직,Data운영팀,U,1.0,B,27,1,42504000,Standard,113,25,0.0014636333334823066,"초과근무높음, 보상조정없음"
SKFNB0918,이지환,AI/DT조직,Data운영팀,U,2.0,B,32,0,42000000,Standard,113,25,0.0019771154962341143,"초과근무높음, 연차적게사용"
SKFNB0923,류재윤,구미공장,구미생산2팀,M,3.0,B,41,0,36000000,Standard,113,35,0.0052403035823014804,"초과근무과다, 보상조정없음"
SKFNB0979,윤시아,유통본부,자재유통팀,U,1.0,B,28,0,42000000,Standard,113,25,0.0016294952763506257,"초과근무높음, 연차적게사용"
SKFNB0881,권재윤,전주공장,전주생산3팀,M,4.0,B,41,1,36432000,Standard,113,35,0.0037092790906441864,"초과근무과다, 연차적게사용"
SKFNB0788,안지호,구미공장,구미생산3팀,M,2.0,B,38,3,37296000,Standard,113,45,0.004408671587754449,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0035,송민서,구미공장,구미생산2팀,M,4.0,C,52,24,69964000,Standard,112,45,0.6907229963625229,"초과근무과다, 성과낮음"
SKFNB0323,박하린,구미공장,구미생산2팀,M,4.0,C,46,13,53823000,Standard,112,55,0.9793603660042197,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0777,황하윤,사업전략본부,CS팀,U,2.0,B,33,4,44016000,Standard,112,35,0.0008402700019053016,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0956,신은우,구미공장,구미운영팀,M,4.0,B,43,0,36000000,Standard,112,35,0.004190086840600157,"초과근무과다, 연차적게사용"
SKFNB0527,강하린,구미공장,구미생산1팀,M,4.0,C,41,9,45140000,Standard,112,65,0.9575741628676164,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0789,송시우,유통본부,품질팀,U,2.0,B,36,3,51800000,Standard,112,35,0.0011294568731558677,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0172,한현우,구미공장,구미운영팀,M,4.0,C,47,16,55500000,Standard,112,45,0.18145926616440633,"초과근무과다, 성과낮음"
SKFNB0860,이시아,경영지원본부,경영기획팀,S,,B,26,1,32384000,Development,112,10,0.00147314594374058,보상조정없음
SKFNB0220,황준우,구미공장,구미생산3팀,M,4.0,C,47,15,54941000,Development,112,45,0.10623193497419992,"초과근무과다, 성과낮음"
SKFNB0434,안서준,사업전략본부,B2B마케팅팀,U,4.0,C,43,11,65882000,Development,112,35,0.03138444102727063,"초과근무높음, 성과낮음"
SKFNB0424,황은우,유통본부,품질팀,U,4.0,C,45,11,65882000,Development,112,55,0.830691332091903,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0820,안민재,경영지원본부,인사팀,U,2.0,B,33,3,43512000,Development,112,35,0.0023901965838533782,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0473,최하준,유통본부,구매소싱팀,U,4.0,C,44,10,54320000,Development,112,45,0.030088624501656558,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0817,장아린,AI/DT조직,AI기획팀,U,2.0,B,26,1,42504000,Development,112,55,0.7989881834617837,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0853,서수아,유통본부,물류센터운영팀,S,,B,28,1,32384000,Development,112,20,0.0016377915299981307,"연차적게사용, 보상조정없음"
SKFNB0513,류성민,구미공장,구미생산1팀,M,4.0,C,36,9,45140000,Development,111,65,0.9767225172071707,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0971,신재윤,구미공장,구미운영팀,M,1.0,B,33,0,36000000,Development,111,45,0.007230619580200219,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0497,안우진,전주공장,전주운영팀,M,4.0,C,35,9,45140000,Development,111,55,0.8355681836912588,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0951,류수현,전주공장,전주생산1팀,M,1.0,B,27,0,36000000,Development,111,35,0.007977808853412757,"초과근무과다, 보상조정없음"
SKFNB0149,장지아,전주공장,전주생산2팀,U,4.0,C,57,17,70073000,Development,111,55,0.7827721347367509,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0365,박성민,사업전략본부,CS팀,U,4.0,C,33,8,53156000,Development,111,30,0.018608476181005668,"성과낮음, 보상조정없음"
SKFNB0935,신수현,구미공장,구미생산2팀,M,1.0,B,30,0,36000000,Development,111,35,0.007508362170248634,"초과근무과다, 보상조정없음"
SKFNB0928,윤하준,구미공장,구미생산2팀,M,4.0,B,39,0,36000000,Development,111,45,0.005452745037202483,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0976,정아린,경영지원본부,몰입환경조성팀,U,1.0,B,32,0,42000000,Development,111,45,0.007165280165630241,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0547,최예은,사업전략본부,B2B마케팅팀,U,4.0,C,36,9,53738000,Development,111,65,0.9730209489261558,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0277,한예은,구미공장,구미생산3팀,M,4.0,C,37,12,46607000,Development,111,65,0.923148773227825,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0386,윤지호,전주공장,전주생산1팀,M,4.0,C,45,11,52706000,Development,111,65,0.9200051477437371,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0814,서예은,사업전략본부,상품개발팀,U,2.0,B,36,3,43512000,Development,111,25,0.0018586243667096478,"초과근무높음, 연차적게사용"
SKFNB0981,강현우,사업전략본부,CS팀,U,4.0,B,45,0,42000000,Development,110,20,0.0022979484072315807,"연차적게사용, 보상조정없음"
SKFNB0012,류주원,구미공장,구미생산3팀,M,4.0,C,50,25,70616000,Development,110,55,0.92409916801159,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0925,이서연,AI/DT조직,Data운영팀,S,,B,27,0,32000000,Development,110,25,0.002211094858883487,"초과근무높음, 연차적게사용"
